gameName,frameRate,usageLogID,entryID,entryType,innerZoneRadius,outerZoneRadius,class,PreRampSpeed,PostRampSpeed,targetClass,userInnerRingRadius,userOuterRingRadius,emgChan1,emgChan2,emgChan3,emgChan4,emgChan5,emgChan6,emgChan7,emgChan8
In the Zone,50ms,41,0,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,260,122,483,458,381,180,160,143
In the Zone,50ms,41,1,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,266,131,520,453,383,170,162,141
In the Zone,50ms,41,2,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,277,141,565,492,400,196,164,140
In the Zone,50ms,41,3,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,266,145,510,447,356,175,157,134
In the Zone,50ms,41,4,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,278,139,481,464,343,177,159,123
In the Zone,50ms,41,5,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,268,142,461,458,336,185,156,131
In the Zone,50ms,41,6,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,250,149,416,422,302,180,159,120
In the Zone,50ms,41,7,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,222,143,415,444,299,192,151,123
In the Zone,50ms,41,8,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,209,145,437,432,318,185,140,130
In the Zone,50ms,41,9,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,222,151,469,462,320,191,142,132
In the Zone,50ms,41,10,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,237,154,464,436,313,185,130,144
In the Zone,50ms,41,11,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,253,161,498,441,372,189,132,146
In the Zone,50ms,41,12,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,245,161,525,399,340,170,127,152
In the Zone,50ms,41,13,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,234,164,498,374,336,170,133,146
In the Zone,50ms,41,14,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,234,164,498,374,336,170,133,146
In the Zone,50ms,41,15,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,244,165,549,386,281,162,155,132
In the Zone,50ms,41,16,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,255,164,588,400,286,176,168,130
In the Zone,50ms,41,17,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,276,155,586,397,271,170,163,122
In the Zone,50ms,41,18,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,273,160,524,443,289,173,163,120
In the Zone,50ms,41,19,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,261,161,481,502,342,185,157,135
In the Zone,50ms,41,20,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,244,169,405,513,328,192,150,128
In the Zone,50ms,41,21,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,206,168,425,532,346,182,151,133
In the Zone,50ms,41,22,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,198,152,519,521,334,172,147,137
In the Zone,50ms,41,23,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,209,148,524,449,318,153,142,129
In the Zone,50ms,41,24,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,205,157,539,450,333,137,155,134
In the Zone,50ms,41,25,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,223,153,540,447,356,145,154,143
In the Zone,50ms,41,26,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,242,164,528,433,368,144,159,155
In the Zone,50ms,41,27,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,251,163,513,428,337,159,162,169
In the Zone,50ms,41,28,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,260,152,505,465,357,174,148,163
In the Zone,50ms,41,29,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,260,152,505,465,357,174,148,163
In the Zone,50ms,41,30,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,223,150,435,451,357,185,140,136
In the Zone,50ms,41,31,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,219,160,450,481,378,182,136,128
In the Zone,50ms,41,32,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,243,165,459,463,383,181,142,131
In the Zone,50ms,41,33,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,258,157,473,456,398,174,138,125
In the Zone,50ms,41,34,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,258,157,473,456,398,174,138,125
