gameName,frameRate,usageLogID,entryID,entryType,innerZoneRadius,outerZoneRadius,class,PreRampSpeed,PostRampSpeed,targetClass,userInnerRingRadius,userOuterRingRadius,emgChan1,emgChan2,emgChan3,emgChan4,emgChan5,emgChan6,emgChan7,emgChan8
In the Zone,50ms,125,0,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,702,529,433,559,405,273,225,287
In the Zone,50ms,125,1,1,0.15249,0.19941,17,51,7,,0.026799999999999997,0.0368,719,625,446,561,397,263,235,269
In the Zone,50ms,125,2,1,0.15249,0.19941,17,53,15,,0.026799999999999997,0.0368,803,644,454,522,380,280,239,304
In the Zone,50ms,125,3,1,0.15249,0.19941,17,53,22,,0.026799999999999997,0.0368,740,661,473,518,388,277,235,323
In the Zone,50ms,125,4,1,0.15249,0.19941,17,51,29,,0.026799999999999997,0.0368,748,679,479,479,363,256,257,309
In the Zone,50ms,125,5,1,0.15249,0.19941,17,48,34,,0.026799999999999997,0.0368,722,620,467,489,361,260,225,298
In the Zone,50ms,125,6,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,631,549,463,498,372,278,246,288
In the Zone,50ms,125,7,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,707,553,397,481,352,292,251,285
In the Zone,50ms,125,8,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,695,554,410,494,370,316,238,277
In the Zone,50ms,125,9,1,0.15249,0.19941,17,47,6,,0.026799999999999997,0.0368,659,581,409,511,390,308,240,287
In the Zone,50ms,125,10,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,716,571,398,533,395,276,223,283
In the Zone,50ms,125,11,1,0.15249,0.19941,17,55,7,,0.026799999999999997,0.0368,785,612,444,600,398,281,235,295
In the Zone,50ms,125,12,1,0.15249,0.19941,17,53,15,,0.026799999999999997,0.0368,755,580,440,613,398,261,249,294
In the Zone,50ms,125,13,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,822,577,478,599,399,270,262,297
In the Zone,50ms,125,14,1,0.15249,0.19941,17,56,8,,0.026799999999999997,0.0368,756,615,463,584,379,292,283,342
In the Zone,50ms,125,15,1,0.15249,0.19941,17,55,15,,0.026799999999999997,0.0368,684,593,472,572,425,298,278,328
In the Zone,50ms,125,16,1,0.15249,0.19941,17,53,22,,0.026799999999999997,0.0368,665,611,448,552,404,302,263,351
In the Zone,50ms,125,17,1,0.15249,0.19941,17,54,30,,0.026799999999999997,0.0368,771,615,439,538,375,291,265,377
In the Zone,50ms,125,18,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,875,629,439,582,401,270,252,337
In the Zone,50ms,125,19,1,0.15249,0.19941,17,55,23,,0.026799999999999997,0.0368,893,571,388,584,368,260,264,359
In the Zone,50ms,125,20,1,0.15249,0.19941,17,59,33,,0.026799999999999997,0.0368,974,608,369,587,381,267,279,355
In the Zone,50ms,125,21,1,0.15249,0.19941,17,57,40,,0.026799999999999997,0.0368,861,626,329,596,409,275,278,340
In the Zone,50ms,125,22,1,0.15249,0.19941,17,55,47,,0.026799999999999997,0.0368,901,598,317,521,422,293,274,334
In the Zone,50ms,125,23,1,0.15249,0.19941,17,56,56,,0.026799999999999997,0.0368,855,673,345,513,442,316,257,294
In the Zone,50ms,125,24,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,781,635,327,469,417,295,236,282
In the Zone,50ms,125,25,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,799,606,322,460,396,289,221,252
In the Zone,50ms,125,26,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,741,584,337,538,407,291,240,246
In the Zone,50ms,125,27,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,763,604,316,502,402,266,224,266
In the Zone,50ms,125,28,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,804,583,346,514,401,293,224,256
