gameName,frameRate,usageLogID,entryID,entryType,innerZoneRadius,outerZoneRadius,class,PreRampSpeed,PostRampSpeed,targetClass,userInnerRingRadius,userOuterRingRadius,emgChan1,emgChan2,emgChan3,emgChan4,emgChan5,emgChan6,emgChan7,emgChan8
In the Zone,50ms,236,0,1,,,0,0,0,,,,531,261,439,544,491,247,174,177
In the Zone,50ms,236,1,1,,,0,0,0,,,,506,245,403,536,516,261,181,180
In the Zone,50ms,236,2,1,,,0,0,0,,,,510,239,419,539,522,271,168,182
In the Zone,50ms,236,3,1,,,0,0,0,,,,561,216,465,544,539,280,158,148
In the Zone,50ms,236,4,1,,,0,0,0,,,,565,236,510,504,540,280,169,159
In the Zone,50ms,236,5,1,,,0,0,0,,,,623,251,517,512,520,267,159,168
In the Zone,50ms,236,6,1,,,0,0,0,,,,651,249,464,520,535,279,187,168
In the Zone,50ms,236,7,1,,,0,0,0,,,,587,245,459,575,540,296,202,190
In the Zone,50ms,236,8,1,,,0,0,0,,,,606,231,473,651,510,305,221,180
In the Zone,50ms,236,9,1,,,0,0,0,,,,593,234,502,693,509,322,221,169
In the Zone,50ms,236,10,1,,,0,0,0,,,,603,251,542,740,522,331,204,187
In the Zone,50ms,236,11,1,,,0,0,0,,,,586,250,502,654,561,332,202,182
In the Zone,50ms,236,12,1,,,0,0,0,,,,551,251,489,548,566,336,184,184
In the Zone,50ms,236,13,1,,,0,0,0,,,,528,257,467,447,599,327,187,193
In the Zone,50ms,236,14,1,,,0,0,0,,,,538,257,477,398,620,328,187,177
In the Zone,50ms,236,15,1,,,0,0,0,,,,582,274,568,389,592,323,178,173
In the Zone,50ms,236,16,1,,,0,0,0,,,,684,293,618,391,567,294,186,177
In the Zone,50ms,236,17,1,,,0,0,0,,,,717,296,692,427,572,295,188,165
In the Zone,50ms,236,18,1,,,0,0,0,,,,798,274,720,472,543,273,182,160
In the Zone,50ms,236,19,1,,,0,0,0,,,,856,287,701,557,555,266,194,165
In the Zone,50ms,236,20,1,,,0,0,0,,,,875,289,693,611,556,275,181,178
In the Zone,50ms,236,21,1,,,0,0,0,,,,910,293,678,616,517,269,191,194
In the Zone,50ms,236,22,1,,,0,0,0,,,,852,312,744,564,549,285,201,213
In the Zone,50ms,236,23,1,,,0,0,0,,,,788,273,724,527,562,318,192,213
In the Zone,50ms,236,24,1,,,0,0,0,,,,658,266,674,492,633,346,200,205
In the Zone,50ms,236,25,1,,,0,0,0,,,,594,247,645,471,623,321,186,195
In the Zone,50ms,236,26,1,,,0,0,0,,,,536,233,608,489,566,307,176,174
In the Zone,50ms,236,27,1,,,0,0,0,,,,639,264,638,500,533,277,175,168
In the Zone,50ms,236,28,1,,,0,0,0,,,,698,259,678,506,551,274,164,161
In the Zone,50ms,236,29,1,,,0,0,0,,,,726,256,762,581,627,303,176,162
In the Zone,50ms,236,30,1,,,0,0,0,,,,824,289,773,582,593,301,175,176
In the Zone,50ms,236,31,1,,,0,0,0,,,,791,264,701,544,567,286,173,179
In the Zone,50ms,236,32,1,,,0,0,0,,,,832,268,706,509,492,272,190,177
In the Zone,50ms,236,33,1,,,0,0,0,,,,880,291,696,541,457,274,193,189
In the Zone,50ms,236,34,1,,,0,0,0,,,,730,262,626,509,497,272,193,177
In the Zone,50ms,236,35,1,,,0,0,0,,,,680,268,631,508,499,290,181,187
In the Zone,50ms,236,36,1,,,0,0,0,,,,665,259,570,520,553,287,171,185
In the Zone,50ms,236,37,1,,,0,0,0,,,,597,227,475,381,501,264,153,172
In the Zone,50ms,236,38,1,,,0,0,0,,,,674,222,433,391,505,250,150,189
In the Zone,50ms,236,39,1,,,0,0,0,,,,646,200,451,382,455,217,147,184
In the Zone,50ms,236,40,1,,,0,0,0,,,,584,197,500,341,370,191,136,176
In the Zone,50ms,236,41,1,,,0,0,0,,,,563,207,570,412,357,176,143,172
In the Zone,50ms,236,42,1,,,0,0,0,,,,545,205,582,413,391,210,159,157
In the Zone,50ms,236,43,1,,,0,0,0,,,,564,219,518,432,432,235,171,149
In the Zone,50ms,236,44,1,,,0,0,0,,,,552,219,484,484,459,252,175,148
In the Zone,50ms,236,45,1,,,0,0,0,,,,551,227,390,440,484,267,168,164
In the Zone,50ms,236,46,1,,,0,0,0,,,,512,227,417,399,407,229,144,168
In the Zone,50ms,236,47,1,,,0,0,0,,,,515,233,441,384,354,220,152,173
In the Zone,50ms,236,48,1,,,0,0,0,,,,607,252,468,312,344,216,151,176
In the Zone,50ms,236,49,1,,,0,0,0,,,,733,247,548,293,301,227,160,157
In the Zone,50ms,236,50,1,,,0,0,0,,,,810,252,506,335,366,247,183,163
In the Zone,50ms,236,51,1,,,0,0,0,,,,736,243,595,342,430,244,168,154
In the Zone,50ms,236,52,1,,,0,0,0,,,,687,220,687,413,456,250,172,159
In the Zone,50ms,236,53,1,,,0,0,0,,,,705,253,687,429,492,250,173,168
In the Zone,50ms,236,54,1,,,0,0,0,,,,611,252,715,392,498,254,160,164
In the Zone,50ms,236,55,1,,,0,0,0,,,,673,255,652,389,471,258,166,161
In the Zone,50ms,236,56,1,,,0,0,0,,,,714,296,524,363,483,265,169,159
In the Zone,50ms,236,57,1,,,0,0,0,,,,578,273,461,336,486,265,171,159
In the Zone,50ms,236,58,1,,,0,0,0,,,,626,284,474,346,456,261,178,161
In the Zone,50ms,236,59,1,,,0,0,0,,,,648,306,431,381,519,288,211,181
In the Zone,50ms,236,60,0,0.15249,0.19941,0,0,0,17,,,541,277,391,407,608,315,225,189
In the Zone,50ms,236,61,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,516,310,369,449,643,316,217,192
In the Zone,50ms,236,62,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,432,356,345,454,739,353,240,214
In the Zone,50ms,236,63,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,428,445,500,466,759,356,216,217
In the Zone,50ms,236,64,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,481,447,581,448,683,338,218,215
In the Zone,50ms,236,65,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,548,413,655,456,676,341,222,211
In the Zone,50ms,236,66,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,593,356,641,459,592,319,200,191
In the Zone,50ms,236,67,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,549,266,570,406,563,320,207,191
In the Zone,50ms,236,68,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,556,262,528,399,607,312,190,193
In the Zone,50ms,236,69,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,543,271,540,419,668,346,182,185
In the Zone,50ms,236,70,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,542,282,552,420,652,334,168,177
In the Zone,50ms,236,71,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,589,298,530,421,644,319,159,167
In the Zone,50ms,236,72,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,598,307,588,434,601,325,158,164
In the Zone,50ms,236,73,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,577,313,534,408,562,286,178,175
In the Zone,50ms,236,74,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,580,310,519,403,582,286,189,174
In the Zone,50ms,236,75,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,530,279,526,415,592,275,190,176
In the Zone,50ms,236,76,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,506,305,545,429,619,306,197,177
In the Zone,50ms,236,77,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,511,295,563,431,641,312,188,172
In the Zone,50ms,236,78,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,605,309,599,461,662,304,190,180
In the Zone,50ms,236,79,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,673,320,549,474,629,307,187,169
In the Zone,50ms,236,80,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,685,295,472,440,585,252,178,173
In the Zone,50ms,236,81,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,727,282,429,409,520,234,175,171
In the Zone,50ms,236,82,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,657,278,398,403,540,242,188,162
In the Zone,50ms,236,83,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,619,296,421,396,590,256,196,173
In the Zone,50ms,236,84,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,610,308,493,408,604,270,203,177
In the Zone,50ms,236,85,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,560,302,477,412,614,280,193,182
In the Zone,50ms,236,86,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,585,311,483,391,586,296,171,188
In the Zone,50ms,236,87,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,585,311,483,391,586,296,171,188
In the Zone,50ms,236,88,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,620,361,411,417,618,299,173,209
In the Zone,50ms,236,89,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,607,411,435,455,729,342,202,220
In the Zone,50ms,236,90,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,558,401,475,455,769,329,226,231
In the Zone,50ms,236,91,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,534,373,434,412,709,323,226,215
In the Zone,50ms,236,92,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,501,334,411,393,740,338,221,213
In the Zone,50ms,236,93,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,525,301,468,373,667,332,225,213
In the Zone,50ms,236,94,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,582,305,492,372,631,339,216,213
In the Zone,50ms,236,95,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,606,299,517,387,711,358,213,210
In the Zone,50ms,236,96,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,570,328,492,381,732,419,227,214
In the Zone,50ms,236,97,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,535,343,443,387,771,444,214,219
In the Zone,50ms,236,98,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,473,374,327,387,797,467,240,224
In the Zone,50ms,236,99,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,443,382,310,433,861,505,255,244
In the Zone,50ms,236,100,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,441,385,438,455,804,425,237,244
In the Zone,50ms,236,101,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,421,404,559,471,774,399,241,253
In the Zone,50ms,236,102,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,474,400,579,462,770,389,209,244
In the Zone,50ms,236,103,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,488,425,608,399,684,354,198,226
In the Zone,50ms,236,104,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,525,429,531,379,661,365,198,218
In the Zone,50ms,236,105,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,538,422,389,349,587,344,182,210
In the Zone,50ms,236,106,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,447,397,382,361,600,315,194,211
In the Zone,50ms,236,107,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,523,375,370,380,570,299,198,221
In the Zone,50ms,236,108,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,536,386,382,371,646,333,202,233
In the Zone,50ms,236,109,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,602,348,390,372,709,361,222,217
In the Zone,50ms,236,110,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,641,349,447,384,663,376,213,227
In the Zone,50ms,236,111,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,641,349,447,384,663,376,213,227
In the Zone,50ms,236,112,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,617,281,558,410,651,351,206,201
In the Zone,50ms,236,113,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,655,299,643,404,671,334,205,214
In the Zone,50ms,236,114,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,733,293,633,368,668,344,205,191
In the Zone,50ms,236,115,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,724,248,522,342,650,337,223,198
In the Zone,50ms,236,116,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,721,277,577,336,601,341,219,188
In the Zone,50ms,236,117,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,675,272,556,353,546,317,191,167
In the Zone,50ms,236,118,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,634,286,555,381,628,323,198,186
In the Zone,50ms,236,119,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,644,296,601,399,618,338,185,193
In the Zone,50ms,236,120,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,602,281,611,447,657,332,176,186
In the Zone,50ms,236,121,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,597,260,587,420,680,330,185,194
In the Zone,50ms,236,122,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,609,257,602,392,603,311,192,184
In the Zone,50ms,236,123,0,0.15249,0.19941,0,0,0,17,0.026799999999999997,0.0368,620,264,555,347,534,279,189,175
