gameName,frameRate,usageLogID,entryID,entryType,innerZoneRadius,outerZoneRadius,class,PreRampSpeed,PostRampSpeed,targetClass,userInnerRingRadius,userOuterRingRadius,emgChan1,emgChan2,emgChan3,emgChan4,emgChan5,emgChan6,emgChan7,emgChan8
In the Zone,50ms,188,0,1,0.15249,0.19941,38,78,0,,0.026799999999999997,0.0368,642,197,263,508,560,159,129,146
In the Zone,50ms,188,1,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,610,182,250,477,536,159,146,132
In the Zone,50ms,188,2,1,0.15249,0.19941,40,25,0,,0.026799999999999997,0.0368,653,208,233,687,799,171,150,151
In the Zone,50ms,188,3,1,0.15249,0.19941,38,125,0,,0.026799999999999997,0.0368,644,208,273,737,891,199,146,168
In the Zone,50ms,188,4,1,0.15249,0.19941,40,34,0,,0.026799999999999997,0.0368,671,210,256,773,969,189,137,173
In the Zone,50ms,188,5,1,0.15249,0.19941,38,138,0,,0.026799999999999997,0.0368,644,206,254,797,1003,195,131,181
In the Zone,50ms,188,6,1,0.15249,0.19941,38,109,0,,0.026799999999999997,0.0368,602,194,264,691,826,186,115,144
In the Zone,50ms,188,7,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,581,186,220,650,751,154,118,124
In the Zone,50ms,188,8,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,551,170,226,599,755,155,125,133
In the Zone,50ms,188,9,1,0.15249,0.19941,0,0,0,,0.026799999999999997,0.0368,568,185,235,603,727,150,127,128
In the Zone,50ms,188,10,1,0.15249,0.19941,40,20,0,,0.026799999999999997,0.0368,567,177,272,559,718,157,135,155
In the Zone,50ms,188,11,1,0.15249,0.19941,38,110,0,,0.026799999999999997,0.0368,612,194,334,629,806,161,138,158
In the Zone,50ms,188,12,1,0.15249,0.19941,38,106,0,,0.026799999999999997,0.0368,611,219,323,621,771,155,132,146
In the Zone,50ms,188,13,1,0.15249,0.19941,38,96,0,,0.026799999999999997,0.0368,611,212,339,533,722,154,127,148
